Rk,Player,Nation,Pos,Squad,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,Date_of_Birth,Goals_per_90,Shot_Accuracy,Goal_Conversion_Rate
123 Jr.,Mikkel Damsgaard,DEN,MF Sr.,Brentford II,19.555857263098552,4.515457750953898,0.0,6.6527805644901505,3.339559424124229,44.837041870491845,1.084895962178884,0.6301476337646263,0.0,0.0,15.382379063145498,0.8218215073987956,0.0,0.0,0.8232607091079454,0.7859146322090478,0.1326192482724178,-0.7749441501022706,,0.0,50.19794944010998,0.0
336,Dwight McNeil Sr.,ENG Jr.,"MF,FW",Everton Jr.,20.58771073540162,30.297367556740753,2.2064386537888643,49.198694978532586,9.834641529081855,23.7588876189705,2.064817808460636,0.5159154366554173,0.0469082028698866,0.1562025817822896,23.5306289016803,0.0,0.0,0.0,2.9546690769719106,2.711032882650819,0.050347310011743,-0.8335217165164541,,0.07282608463116994,19.989639020655147,4.484750367365688
259,Jorginho,ITA,MF,Arsenal,32.0,9.9,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.2930031659797224,24.6,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,,0.0,0.0,0.0
46 Jr.,Chris Basham II,ENG,"DF,MF",Sheffield Utd,28.253650086335583,3.0934361840711517,0.0,1.9529496644343256,0.0,0.0,0.5928244907072446,0.0,0.0,0.2930031659797224,11.31054386612561,0.0,0.0,0.0,0.0947370817110508,0.0880767454854205,0.0586003585755081,-0.0841453123892485,1997-01-09,0.0,0.0,0.0
344 Sr.,Tyrone Mings Sr.,ENG II,DF Jr.,Aston Villa,35.3199780220874,0.2827514877344911,0.0,1.1922149496714376,0.0,0.0,2.6061887358371365,0.0,0.0,0.2930031659797224,20.94115910984427,0.0,0.0,0.0,0.0,0.0,0.0117709960444076,0.0,,0.0,0.0,0.0
523,Raphaël Varane,FRA,DF,Manchester Utd,30.0,15.0,1.0,8.0,2.0,25.0,0.53,0.13,0.13,0.5,9.2,0.0,0.0,0.0,1.3,1.3,0.16,-0.3,,0.06666666666666667,25.0,12.5
13,Kristoffer Ajer,NOR,DF,Brentford,25.0,17.4,2.0,9.0,3.0,33.3,0.52,0.17,0.22,0.67,9.5,0.0,0.0,0.0,1.1,1.1,0.13,0.9,,0.1149425287356322,33.33333333333333,22.22222222222222
532 Jr.,Odisseas Vlachodimos Sr.,GRE Sr.,GK II,Nott'ham Forest II,25.34546518840969,4.058746854540512,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,1997-11-23,0.0,,
178 Jr.,Felipe Sr.,BRA,DF II,Nott'ham Forest II,28.52695525814402,4.379946217743566,0.0,2.7725934236128453,0.0,0.0,0.8156210522534468,0.0,0.0,0.2930031659797224,16.90081733319389,0.0,0.0,0.0,0.1164709525463749,0.1083125767299955,0.0392161523607933,-0.1094436174766855,,0.0,0.0,0.0
188 Sr.,Lyle Foster Sr.,RSA Sr.,"FW,MF II",Burnley,22.38211639263279,17.020181893396625,4.548155327514956,21.832453965748176,8.201968446545077,43.819926249341385,1.3074859254229854,0.7220822154454943,0.177148828018655,0.3343482973528044,16.927606849819863,0.0,0.0,0.0,2.5942185853804967,2.4697533324095877,0.1408476469918831,1.4464850682131198,,0.26722131149958617,37.567780788237215,20.83208481579911
525 Jr.,Joël Veltman Sr.,NED,DF Jr.,Brighton Sr.,36.53959083974337,12.070041721401903,0.0,3.1122257450892885,2.200377179754943,63.58873447309119,0.2431804802022684,0.1306545776199126,0.0,0.0,19.356760656993472,0.0,0.0,0.0,0.1890063661353507,0.2332827796986755,0.0535595485135238,-0.1760513556578206,2005-05-28,0.0,70.70107890556683,0.0
252 Sr.,Joelinton Sr.,BRA II,"MF,FW Sr.",Newcastle Utd II,27.044551877478384,11.81825592614891,2.366531920891977,13.9539852232141,5.000153651884371,34.260836948920605,1.267327090073256,0.4094058633585539,0.1369501388444075,0.4563793905567566,14.67086149686747,0.0,0.0,0.0,1.847459689351572,2.0500763197878062,0.1252919012803883,-0.3251350067300862,,0.2002437530275361,35.833158570112474,16.95954154340777
86,Moisés Caicedo,ECU Jr.,MF,Chelsea II,25.42637307257634,23.9115183727694,0.0,6.930818518568991,0.8305208111656108,14.098870909046465,0.3784025742877358,0.03885842631341,0.0,0.0,29.699832102549955,0.0,0.0,0.0,0.3551459713978176,0.2788175085416176,0.0404881148204557,-0.2689384442559295,,0.0,11.983011947874358,0.0
233,Jack Hinshelwood,ENG,DF,Brighton,18.0,9.7,3.0,14.0,8.0,57.1,1.45,0.83,0.21,0.38,9.2,0.0,0.0,0.0,1.9,1.9,0.14,1.1,,0.30927835051546393,57.14285714285714,21.428571428571427
125 Jr.,Arnaut Danjuma Sr.,NED Sr.,"MF,FW",Everton II,32.11282246420209,6.995400170544566,1.071077446811996,25.24172860791819,8.578056896969251,33.33405847587399,4.300957701422177,1.2870903836933745,0.0387074547313277,0.1117976209539512,13.321273280501304,1.181689068241382,0.0,0.0,2.5910349252828326,2.8905899450746704,0.1140371006950002,-1.368019745917894,,0.15311167634440226,33.983634917453166,4.243280891927523
240,Danny Ings,ENG,FW,West Ham,31.0,2.9,1.0,9.0,3.0,33.3,3.06,1.02,0.11,0.33,13.4,0.0,0.0,0.0,1.1,1.1,0.13,-0.1,,0.3448275862068966,33.33333333333333,11.11111111111111
263,Mathias Jørgensen,DEN,DF,Brentford,33.0,10.1,1.0,8.0,2.0,25.0,0.79,0.2,0.13,0.5,14.2,0.0,0.0,0.0,0.7,0.7,0.09,0.3,,0.09900990099009901,25.0,12.5
432,Nathan Redmond,ENG,"FW,MF",Burnley,30.0,1.6,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
209 II,Daniel Gore II,ENG II,MF Sr.,Manchester Utd II,17.15479164049093,0.0,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,,,
232,James Hill,ENG,DF,Bournemouth,22.0,0.8,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
516,Auston Trusty,USA,DF,Sheffield Utd,25.0,21.6,0.0,7.0,1.0,14.3,0.32,0.05,0.0,0.0,13.3,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,1995-03-06,0.0,14.285714285714285,0.0
464 II,Andrey Santos Sr.,BRA II,MF II,Nott'ham Forest,17.2106338820817,0.1136642553792578,0.0,2.1761459723459566,0.0,0.0,25.038602900275908,0.0,0.0,0.2930031659797224,22.777012355678245,0.0,0.0,0.0,0.0938369560941002,0.1194658751343817,0.0263389229522138,-0.088416775059275,,0.0,0.0,0.0
88,Dominic Calvert-Lewin,ENG,FW,Everton,27.0,19.8,5.0,59.0,21.0,35.6,2.97,1.06,0.07,0.19,12.9,0.0,1.0,1.0,10.9,10.1,0.17,-5.9,,0.25252525252525254,35.59322033898305,8.47457627118644
88 Sr.,Dominic Calvert-Lewin Jr.,ENG Sr.,FW II,Everton Jr.,25.211052814534742,18.072980010747912,5.449647565390084,58.86440300073363,18.972188715428832,35.341384373511815,2.9286468465632143,1.0221930345115549,0.0755125352839177,0.1601543058391457,11.687605242027628,0.0,0.8524098222434683,1.1568676267938942,12.491992540303814,9.330223122903009,0.139986440773967,-4.945992940606908,,0.301535638403252,32.23032554189393,9.257967952757738
192,Conor Gallagher,ENG,MF,Chelsea,24.0,26.9,3.0,40.0,14.0,35.0,1.49,0.52,0.08,0.21,21.0,0.0,0.0,0.0,3.0,3.0,0.07,0.0,,0.11152416356877325,35.0,7.5
89,Thomas Cannon,IRL,FW,Everton,21.0,0.0,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,,,
238 Sr.,Rasmus Højlund II,DEN Jr.,FW II,Manchester Utd Sr.,21.203878098122313,16.97945473421107,7.837934704490662,27.267167908345424,15.609082539750611,45.93805343838066,1.8901266670700536,1.0026946677211244,0.2432707841220192,0.3754802956197265,13.426524624914355,0.0,0.0,0.0,6.253578561025539,6.073223432438729,0.248848543395681,0.3577491341777723,,0.4616128625554972,57.24497165315535,28.744953384365868
55 II,Daniel Bentley,ENG,GK II,Wolves,31.79887614832181,3.08282951762904,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
83 Jr.,Reece Burke Sr.,ENG,DF Jr.,Luton Town Sr.,30.12710478925461,15.70722190487713,0.0,10.983684556772175,3.303580492877412,27.512381993956364,0.9953551781402978,0.1773349634966735,0.0,0.0,14.155533398982556,0.0,0.0,0.0,1.298541413387768,1.092307166720913,0.1174954512923803,-1.2879783455175935,,0.0,30.077161045566754,0.0
140,Eric Dier Sr.,ENG II,DF Jr.,Tottenham II,33.36718814521591,1.84006972103109,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,1983-05-04,0.0,,
341,Chris Mepham,WAL,DF,Bournemouth,26.0,6.9,0.0,1.0,1.0,100.0,0.15,0.15,0.0,0.0,8.8,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,1992-01-31,0.0,100.0,0.0
257,Sam Johnstone,ENG,GK,Crystal Palace,31.0,20.0,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
544 Sr.,Joe White,ENG Sr.,MF II,Newcastle Utd Jr.,17.720040637590543,0.1029862703250345,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
553 Sr.,Joe Worrall Jr.,ENG,DF,Nott'ham Forest,27.71589983735319,4.253939867843737,0.0,2.391170837140515,0.0,0.0,0.3522780931557411,0.0,0.0,0.2930031659797224,12.69679592355849,0.0,0.0,0.0,0.0913867583125913,0.1052565445910483,0.0482677882013054,-0.0822718085913956,,0.0,0.0,0.0
232 Sr.,James Hill II,ENG Jr.,DF Sr.,Bournemouth Jr.,24.013374445980887,0.8773707840293743,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
310,Noni Madueke,ENG Sr.,FW,Chelsea II,21.13781418207964,6.019085000825605,3.298162939969255,14.04013144410004,5.830699238329896,36.25291507075492,3.4831229796373213,1.247059582649236,0.1135137496407277,0.3202571141511694,20.029635785151303,0.0,0.9483682170653632,1.0172086214428064,1.4194905566609997,0.794356889061846,0.0347780160283008,1.7362506553289068,,0.5479508828197083,41.528808056708606,23.49096910595671
548,Callum Wilson,ENG,FW,Newcastle Utd,32.0,9.6,7.0,29.0,15.0,51.7,3.03,1.57,0.17,0.33,12.2,0.0,2.0,2.0,7.2,5.7,0.2,-0.2,,0.7291666666666667,51.724137931034484,24.137931034482758
397,Ben Osborn Sr.,ENG Jr.,"DF,MF Sr.",Sheffield Utd Sr.,29.00272948061481,11.834710323982517,0.0,3.331287146861164,0.0,0.0,0.3342168974793972,0.0,0.0,0.2930031659797224,20.301870147964724,0.0,0.0,0.0,0.1652200063020998,0.2193609049159447,0.0834848624895206,-0.1758914056349805,,0.0,0.0,0.0
543 II,Ben White,ENG Sr.,DF,Arsenal Sr.,26.975294534422854,30.56505518315328,1.8111637164453296,8.719418784193737,4.030936342013365,55.63839124449012,0.2985676551068835,0.1472434944126229,0.293199145914528,0.5194838374585843,12.085705436363872,0.0,0.0,0.0,0.7851450732838215,0.8032134459129601,0.0858351034398067,1.0491065593098776,,0.05925602638674768,46.22941553536238,20.771610600107255
392,Tyler Onyango,ENG,MF,Everton,21.0,0.0,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,1997-08-22,,,
470 Jr.,Alex Scott II,ENG,MF Sr.,Bournemouth,20.30886932196016,7.86923280536659,1.1878649878701182,8.312889349425332,2.267804337490433,18.137388205384227,1.1633486614821291,0.2808526425967366,0.1158281475494528,0.5061223424886026,23.443874279327417,1.9244235406029324,0.0,0.0,0.4028092893617314,0.4785278605221235,0.0580300482466469,0.4227180121435946,,0.1509505459109087,27.280578895798797,14.289435813941576
32,Alphonse Areola,FRA,GK,West Ham,31.0,26.0,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
552,Cauley Woodrow,ENG,"FW,MF",Luton Town,29.0,3.7,1.0,10.0,3.0,30.0,2.73,0.82,0.1,0.33,16.5,0.0,0.0,0.0,1.1,1.1,0.11,-0.1,,0.27027027027027023,30.0,10.0
190,Nathan Fraser,IRL,FW,Wolves,19.0,2.0,0.0,3.0,2.0,66.7,1.48,0.99,0.0,0.0,16.6,0.0,0.0,0.0,0.3,0.3,0.11,-0.3,,0.0,66.66666666666666,0.0
105 Jr.,Bobby Clark II,ENG Sr.,MF II,Liverpool Sr.,19.5466314838859,1.1419387069746345,0.0,2.184364378598272,0.0,0.0,1.8372198850644896,0.0,0.0,0.2930031659797224,21.019581625893952,0.0,0.0,0.0,0.0903210439862835,0.0913109680720627,0.0675206116827224,-0.1064657488818748,,0.0,0.0,0.0
10 Jr.,Anel Ahmedhodžić Sr.,BIH,DF Jr.,Sheffield Utd Sr.,29.457920177840467,24.904966341611413,1.0084395538634523,13.943624514221082,3.92603934001126,25.18146832505952,0.739233802007837,0.1901684491924853,0.0494880286548816,0.2074246449684931,14.762625664230397,0.0,0.0,0.0,2.1182453096637106,2.290079672631539,0.16056681994664,-1.8914733292306185,,0.04049150438635782,28.156519389969937,7.232262693497995
258,Curtis Jones,ENG,MF,Liverpool,23.0,11.1,1.0,15.0,4.0,26.7,1.35,0.36,0.07,0.25,17.0,0.0,0.0,0.0,1.8,1.8,0.12,-0.8,,0.0900900900900901,26.666666666666668,6.666666666666667
175 Jr.,Łukasz Fabiański Sr.,POL II,GK Sr.,West Ham Sr.,32.14793451881145,6.328792109538478,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,1981-03-06,0.0,,
177,Ansu Fati,ESP,"MF,FW",Brighton II,23.03428651430321,5.3368440269389295,1.6123120058482363,21.727129826326006,11.91038653966048,36.6364491901978,4.286935199602352,1.7874609480844572,0.0833527636318051,0.2195784771165581,11.537102824282636,0.0,0.0,0.0,3.5876778193532126,3.0936150055726253,0.1616624972727413,-1.214615804730711,,0.30210963590274065,54.81803917436476,7.420731678487298
549,Harry Wilson II,WAL Jr.,FW Sr.,Fulham Sr.,31.500281089949222,17.981278685745483,2.803229996863465,36.88879981848351,10.091521420111135,29.973931947449692,1.7322377516485707,0.7691745603259549,0.0816787183925809,0.2387517466146124,17.119067599533366,2.4577944656502404,0.0,0.0,3.480802301585366,2.6383437649809864,0.0728598470457198,-0.0953501319819826,,0.15589714423845194,27.356600024310563,7.599135809940008
420 II,Ethan Pinnock,JAM Jr.,DF Sr.,Brentford Sr.,35.88020440940036,20.259756314676217,0.8520677700898236,14.661141077552124,3.3498593219458037,18.670231645870725,0.7621655826250155,0.1490036807531014,0.0685411494057835,0.2766930778464029,10.401514790682503,0.0,0.0,0.0,1.3981427719617294,1.5812226964025644,0.1201986728106981,-0.5753746194284978,,0.042057157887559767,22.8485579957676,5.811742521149574
291,Jamaal Lascelles,ENG,DF,Newcastle Utd,30.0,12.0,1.0,6.0,1.0,16.7,0.5,0.08,0.17,1.0,9.3,0.0,0.0,0.0,0.7,0.7,0.12,0.3,,0.08333333333333333,16.666666666666664,16.666666666666664
100 II,Tawanda Chirewa II,ENG Jr.,MF Sr.,Wolves II,20.98306193078257,0.3631221847383318,0.0,1.0247952547694077,0.0,0.0,1.9863664468155269,0.0,0.0,0.2930031659797224,11.863388928140042,0.0,0.0,0.0,0.0842487688515548,0.098151806788267,0.0685566487865072,-0.1024363048951747,,0.0,0.0,0.0
298,Keane Lewis-Potter,ENG,"DF,FW",Brentford Jr.,26.55035092115343,14.144142496695777,1.6114986193961358,35.8824578811499,11.31569688994694,45.15886940470258,2.3062234261812584,0.8833243736127725,0.0646575347183622,0.1485080321004321,13.50944370358194,0.0,0.0,0.0,4.506667527486157,4.158208476934792,0.1312221289803457,-2.5678344094941994,,0.11393399209408411,31.535456482459658,4.491048591859989
189,Matheus França,BRA,"MF,FW",Crystal Palace,20.0,2.6,0.0,8.0,2.0,25.0,3.1,0.78,0.0,0.0,21.8,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,,0.0,25.0,0.0
Rk,Player Jr.,N Jr.,Pos Jr.,Squad Jr.,25.80574439872657,12.221896622147554,1.732704723899454,15.049887798029594,5.086075281953166,31.144801929744617,1.3964618281447314,0.43306169190365734,0.08967400451277617,0.2930031659797224,16.607032522832604,0.4158278060564607,0.14238310862950987,0.15729279924615147,1.732065452335623,1.610525818608409,0.10167988567006811,-0.018017621712435424,,0.14177052690493092,33.7947720953711,11.513074031862937
192,Conor Gallagher,ENG Jr.,MF II,Chelsea Jr.,24.4626913003003,25.799170301892296,3.1911735305206252,36.120886704358426,15.29935595478819,33.1390262806136,1.6843608394583571,0.5994222639658707,0.0696954983388517,0.1831435641501021,22.642577789889906,0.0,0.0,0.0,3.2958494491738404,3.07635600350919,0.0812990270040779,0.0,1984-08-19,0.12369287435133376,42.35598112529762,8.834704299038073
299,Victor Lindelöf,SWE,DF,Manchester Utd,29.0,14.8,1.0,6.0,4.0,66.7,0.41,0.27,0.17,0.25,10.4,0.0,0.0,0.0,0.8,0.8,0.13,0.2,,0.06756756756756756,66.66666666666666,16.666666666666664
318,Emiliano Martínez,ARG,GK,Aston Villa,31.0,30.0,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
491 II,Thomas Strakosha Sr.,ALB Jr.,GK II,Brentford Sr.,31.613554773279592,1.3791505024140025,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
190 Jr.,Nathan Fraser II,IRL,FW,Wolves Sr.,19.1145414442853,1.761261852142351,0.0,3.2507790412420023,1.944439916362762,71.12088570650293,1.2772576288241726,1.0201508150399927,0.0,0.0,14.072173089576385,0.0,0.0,0.0,0.2717298183977009,0.328178667216549,0.1000597138325415,-0.2905190909605095,,0.0,59.814582649082894,0.0
16 II,Thiago Alcántara II,ESP,MF Jr.,Liverpool Sr.,36.557852932065565,0.1051177790817399,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
91 Jr.,Cesare Casadei,ITA II,"MF,FW Sr.",Chelsea II,21.11472647043587,0.225218919565722,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
Rk,Player Sr.,N II,Pos,Squad II,25.80574439872657,12.221896622147554,1.732704723899454,15.049887798029594,5.086075281953166,31.144801929744617,1.3964618281447314,0.43306169190365734,0.08967400451277617,0.2930031659797224,16.607032522832604,0.4158278060564607,0.14238310862950987,0.15729279924615147,1.732065452335623,1.610525818608409,0.10167988567006811,-0.018017621712435424,1983-11-05,0.14177052690493092,33.7947720953711,11.513074031862937
474 Sr.,Marcos Senesi Sr.,ARG,DF II,Bournemouth II,30.86678573999687,20.538016803808684,3.478714663340106,7.891428754593738,3.4221091009642066,39.05002708481833,0.3687419103399975,0.1314361254656166,0.5022545079501533,0.8548956713493209,12.596741741134217,0.0,0.0,0.0,0.8267291523948442,0.924713089586411,0.1346869922303543,1.8562697259726595,1990-12-02,0.16937928800871338,43.36488622509754,44.08219058323356
377 Sr.,Darwin Núñez Jr.,URU,FW,Liverpool Jr.,19.72077549626526,21.272064456509028,12.172859931994092,95.4907806333505,42.656996838685835,44.63994228758166,5.17091194943006,1.9158605188456137,0.1189011503425262,0.3009919674567597,15.266307671668422,0.0,0.0,0.8321563323699178,17.626186446500938,15.843387658168036,0.1205328245820243,-3.98506388514696,1990-10-09,0.5722462884071097,44.67132487111298,12.747680824532578
11 Jr.,Ola Aina,NGA,DF Sr.,Nott'ham Forest Jr.,21.926051936342933,12.756818523811017,1.0039456030450284,7.921377822236724,1.0654988479185743,13.895474678983335,0.5474040565131496,0.0785174757384799,0.1201806011976386,1.013078960729849,31.984403963414312,0.0,0.0,0.0,0.2126055207883273,0.1700962895045047,0.0331847351258926,0.8558825512840441,,0.078698744610275,13.450928258055416,12.673876004585638
94,Timothy Castagne,BEL,DF,Fulham,28.0,24.3,0.0,12.0,3.0,25.0,0.49,0.12,0.0,0.0,11.4,0.0,0.0,0.0,1.4,1.4,0.12,-1.4,,0.0,25.0,0.0
473 Sr.,Antoine Semenyo Jr.,GHA II,FW Jr.,Bournemouth Sr.,19.20696187864864,18.357657957085316,7.508618135046904,54.13057360370656,28.288441711856372,50.1428281323727,2.9214496939122996,1.5341232009668493,0.1408149208818702,0.2583129919494047,15.845061014245877,0.0,0.0,0.0,3.661179240684185,3.784851218728323,0.0702935318346076,2.9979860622578873,,0.4090183046551905,52.25963781384969,13.871307165554875
302 Jr.,Tom Lockyer Sr.,WAL II,DF,Luton Town,23.41070397052188,14.51452120285281,1.1689378327534727,5.612326589906188,1.1096838874777188,13.275615047191126,0.6225826909401995,0.0901478461131307,0.1163145980576782,0.8708876159696061,7.156607117816982,0.0,0.0,0.0,0.9032259912131608,0.968197162314866,0.1437546484626566,-0.1050803009995656,,0.08053574874545083,19.772261462358475,20.828043664739972
221 II,Gustavo Hamer Jr.,NED Sr.,MF II,Sheffield Utd Jr.,29.313473974200225,25.077377944679004,3.1127587743200085,43.17741250061757,9.6392651970565,25.334817337643447,1.3333196084774488,0.3698412688299889,0.0744814975531072,0.330275756262072,20.703328376709496,3.7087836849966864,0.0,0.0,2.399210301489315,2.3297896010715333,0.0643151356646714,0.5297366229921902,,0.12412616586896731,22.324786592801573,7.209229534714444
100,Tawanda Chirewa,ENG,MF,Wolves,20.0,0.4,0.0,1.0,0.0,0.0,2.43,0.0,0.0,0.2930031659797224,12.5,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,,0.0,0.0,0.0
40,Carlos Baleba,CMR,MF,Brighton,20.0,11.5,0.0,16.0,3.0,18.8,1.39,0.26,0.0,0.0,24.3,0.0,0.0,0.0,0.7,0.7,0.04,-0.7,1991-12-23,0.0,18.75,0.0
219 Sr.,Antwoine Hackford,ENG Jr.,FW,Sheffield Utd Sr.,22.25222706387019,0.0817737720274063,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
341 II,Chris Mepham Sr.,WAL Sr.,DF II,Bournemouth Sr.,27.33675824526562,6.915010328146892,0.0,1.0335275095891303,1.132856093786211,116.02169891498188,0.1699286267933814,0.1685733832615615,0.0,0.0,9.058883285183786,0.0,0.0,0.0,0.0856913636640507,0.085882520419282,0.0724852281164754,-0.1057426872210038,,0.0,109.61063767296993,0.0
483 Jr.,Cédric Soares II,POR Jr.,DF,Arsenal Sr.,29.59903565016292,0.7217909846236696,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,1989-10-17,0.0,,
370 Jr.,Moussa Niakhate II,SEN Jr.,DF Sr.,Nott'ham Forest Sr.,25.651640753590453,11.340196618872298,1.1960615980500946,4.594935516178692,0.8203177734468009,22.696560873751626,0.3864849387113572,0.0776216908153384,0.203135758661449,0.9526489123876734,10.357714116760734,0.0,0.0,0.0,1.3159779121257786,1.211088060802482,0.207010079133484,-0.0957890443710761,,0.1054709753497232,17.8526503921214,26.029997457826802
263 Sr.,Mathias Jørgensen Jr.,DEN Sr.,DF II,Brentford,26.417035495351183,11.602765045204038,0.9076983712516388,9.265092088697845,2.168617046589856,24.24083999018237,0.7010195638468064,0.2256883936197574,0.1180801516296131,0.4887266377447232,14.768856099677452,0.0,0.0,0.0,0.5849043092725081,0.7676443352175111,0.0790920469627699,0.276703888969644,,0.07823121193226547,23.406319395737846,9.796970851038896
137 Sr.,Amadou Diallo Sr.,ENG,MF,Newcastle Utd II,23.38721711706949,0.0,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,,,
135,Moussa Diaby,FRA,"FW,MF",Aston Villa,24.0,19.1,5.0,44.0,17.0,38.6,2.3,0.89,0.11,0.29,16.2,0.0,0.0,0.0,5.2,5.2,0.12,-0.2,,0.2617801047120419,38.63636363636363,11.363636363636363
138 Sr.,Rúben Dias II,POR Sr.,DF Jr.,Manchester City Jr.,26.087875437981513,24.024997185671776,0.0,14.358079927875874,7.448906037436888,37.76496346657194,0.7396886836612122,0.3062327702515738,0.0,0.0,15.039994560172586,0.0,0.0,0.0,1.054207387386471,1.2100660865005677,0.0716228184761669,-1.305694715816903,,0.0,51.87954151846594,0.0
30,Cameron Archer Sr.,ENG Jr.,"FW,MF Jr.",Sheffield Utd,22.686626490988537,17.489414469506574,4.2950259083875,25.9901787984034,8.12658936797162,20.59630317673425,1.9558241277371573,0.3871396001139353,0.150518367304999,0.552527065763636,15.845769025541488,0.0,0.0,0.0,4.564473119702112,4.382386730600706,0.1397641127067385,0.1002888076525539,,0.24557859932223763,31.267924053184444,16.52557276232108
207,Anthony Gordon,ENG,FW,Newcastle Utd,23.0,26.3,9.0,68.0,25.0,36.8,2.59,0.95,0.12,0.32,17.6,0.0,1.0,1.0,8.4,7.6,0.11,0.6,,0.34220532319391633,36.76470588235294,13.23529411764706
525,Joël Veltman,NED,DF,Brighton,32.0,14.5,0.0,3.0,2.0,66.7,0.21,0.14,0.0,0.0,18.9,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,1991-05-26,0.0,66.66666666666666,0.0
441,Richarlison II,BRA Sr.,FW,Tottenham II,22.862180401541565,12.364823179879616,8.379322535800355,50.50271402853303,20.321073725309677,34.55788154494649,3.311133857167225,1.586877056146489,0.1963766545612143,0.3544776919642595,13.985697637879458,0.0,0.0,0.0,7.80136302435972,8.082207723322457,0.172268249991506,1.1983326440619482,,0.6776742711076873,40.23758745684178,16.591826195848018
